17,Скопје,null,2,no,no,41.9952955,21.4315713,Општина Центар;,Пелистер,null,1000.0,hotel,null,outside,5.0,11 Октомври,https://www.pelisterhotel.com.mk/
18,Скопје,info@hoteldekoka.mk,5,yes,no,41.9994486,21.4380987,Општина Чаир;,Hotel De KOKA,+38923112200,1111.0,hotel,36.0,separated,3.0,Krste Misirkov,www.hoteldekoka.mk
19,Скопје,contact@okhotel.mk,19,yes,no,41.9984102,21.3924091,Општина Карпош;,ОК Хотел,+38923067067,1000.0,hotel,null,separated,4.0,Лондонска,http://www.okhotel.mk/
20,Скопје,null,null,yes,no,41.995617,21.4303313,Општина Центар;,Square,null,1111.0,hotel,null,separated,5.0,Никола Вапцаров,null
21,Скопје,null,38,yes,no,41.9945457,21.441776,Општина Центар;,Hotel Kej,null,1001.0,hotel,null,isolated,1.0,Кеј 13 Ноември,null
22,Скопје,null,бб,yes,yes,42.0020489,21.440168,Општина Чаир;,Султан,null,1009.0,hotel,null,separated,2.0,Булевар Крсте Мисирков,null
23,Скопје,null,13,yes,no,42.0021398,21.4401529,Општина Чаир;,Голд,null,1009.0,hotel,null,outside,3.0,Булевар Крсте Мисирков,http://www.hotelgold.mk/
24,Скопје,null,null,yes,no,42.0022531,21.438941,Општина Чаир;,Клан,null,1009.0,hotel,null,outside,1.0,Евлија Челебија,http://hotelimakedonija.com.mk/mk/Hotel/42/Hotel-Klan-Skopje
25,Скопје,null,27,yes,no,42.0051439,21.4160939,Општина Карпош;,Скопје,null,1000.0,hotel,null,isolated,2.0,Андон Дуков,http://hotelimakedonija.com.mk/mk/Hotel/125/Hotel-Skopje-Skopje
26,Скопје,null,null,yes,yes,42.0073634,21.4871868,Општина Гази Баба;,Hunter’s Lodge “Kamnik”,null,1001.0,hotel,null,outside,5.0,Булевар Александар Македонски,http://www.kamnik.com.mk/
27,Скопје,null,null,yes,yes,42.0153336,21.4079869,Општина Карпош;,Вергина,null,1020.0,hotel,null,outside,3.0,8. Септември,http://www.hotelvergina.com/
28,Скопје,null,28,yes,no,41.9870966,21.4201316,Општина Центар;,Тасино Чешмиче,null,1000.0,hotel,null,isolated,1.0,Белградска,null
29,Скопје,null,41a,yes,no,41.9901385,21.4061845,Општина Центар;,Арс,null,1020.0,hostel,null,outside,3.0,Загрепска,null
30,Скопје,null,15,yes,no,42.0112718,21.372544,Општина Карпош;,Feng Shui Apartments,null,1060.0,guest_house,null,outside,2.0,Фјодор Достоевски,null
31,Скопје,null,3,yes,no,41.9968442,21.4157891,Општина Центар;,Влахо,+38926092301,1000.0,hotel,null,outside,5.0,9 Мај,null
32,Скопје,null,null,yes,no,41.980734,21.4383615,Општина Кисела Вода;,Студентски дом Пелагонија,null,1111.0,guest_house,null,isolated,3.0,Божидар Аџија,null
33,Скопје,null,null,yes,no,41.994574,21.4417693,Општина Центар;,kej,null,1001.0,hostel,null,separated,4.0,Кеј 13 Ноември,null
34,Скопје,null,1Б,no,no,41.9940541,21.407239,Општина Карпош;,Hotel Pine,null,1000.0,hotel,null,separated,3.0,Миле Поп Јорданов,null
35,Скопје,null,2,yes,no,41.9951281,21.4312446,Општина Центар;,ARSS Apartment Skopje Main Square,+38970332285,1000.0,guest_house,3.0,outside,3.0,11 Октомври,https://www.facebook.com/skopjeapartments
36,Скопје,null,null,yes,no,41.9816082,21.4215251,Општина Центар;,Хотел Скала,null,1000.0,hotel,null,outside,2.0,Тодор Александров,null
37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null;
38,Скопје,null,null,yes,no,41.9986179,21.416879,Општина Центар;,Hotel Elite Plaza,null,1000.0,hotel,null,separated,3.0,Владимир Полежановски,null
39,Скопје,null,38,yes,no,42.0026457,21.3630234,Општина Ѓорче Петров;,Колективен Објект за Димување - Зградс,null,1060.0,guest_house,null,outside,5.0,Булевар Македонска Војска,null
40,Скопје,null,null,yes,yes,42.0117796,21.445242,Општина Чаир;,Alba Hotel,null,1001.0,hotel,null,separated,2.0,Сараевска,null
41,Скопје,skopjehome@gmail.com,34,yes,no,42.0004589,21.4150646,Општина Центар;,Skopje Home Apartment,null,1000.0,hotel,null,outside,1.0,Булевар Партизански Одреди,http://www.skopjehome.com
42,Скопје,null,null,yes,no,41.9911246,21.4219417,Општина Центар;,The Comfy Hostel 2,null,1000.0,hostel,3.0,outside,1.0,Булевар Мајка Тереза,null
43,Скопје,null,128,yes,yes,41.9788535,21.432752,Општина Кисела Вода;,Antigona Apartments,+38978866935,1000.0,guest_house,null,isolated,5.0,Востаничка,null
44,Скопје,null,null,yes,no,41.9930093,21.4295391,Општина Центар;,Hotel Elsa,null,1111.0,hotel,null,outside,3.0,Даме Груев,null
45,Скопје,null,null,no,no,41.9926997,21.4199449,Општина Центар;,Queen’s Hotel,null,1000.0,hotel,null,separated,4.0,Васил Ѓоргов,http://www.queenshotel.com.mk
46,Скопје,null,16,yes,yes,41.988699,21.457967,Општина Аеродром;,Дома,null,1000.0,apartment,null,outside,5.0,Булевар Јане Сандански,null
47,Скопје,null,1,no,no,41.9855516,21.4382328,Општина Кисела Вода;,Flatiron apartment,null,1111.0,apartment,null,separated,4.0,Борис Трајковски,null
48,Скопје,null,6,yes,yes,41.9854412,21.4320007,Општина Кисела Вода;,시티 호스텔,null,1111.0,hostel,null,outside,2.0,Томе Арсовски,null
49,Скопје,null,null,yes,yes,41.9890144,21.4421007,Општина Центар;,Guest House Station,null,1001.0,hostel,null,outside,2.0,Мирче Ацев,null
50,Скопје,null,null,yes,no,41.9891739,21.4432433,Општина Центар;,Valentin 2,null,1001.0,hostel,null,outside,5.0,Никола Карев,null
51,Скопје,null,null,no,no,41.9890951,21.4284265,Општина Центар;,Sir Oliver Apartments,null,1111.0,guest_house,null,isolated,3.0,Димче Мирчев,null
52,Скопје,null,1,yes,no,41.9854542,21.4382952,Општина Кисела Вода;,Apartman Fandikaro,null,1111.0,apartment,null,separated,2.0,Борис Трајковски,null
53,Скопје,null,71,yes,yes,41.9844223,21.4214103,Општина Центар;,Салвадор Аљенде,null,1000.0,apartment,null,outside,1.0,Тодор Александров,null
54,Скопје,null,null,yes,no,42.0009974,21.4380625,Општина Чаир;,Хотел Ален,null,1009.0,hotel,null,outside,2.0,191,null
55,Скопје,null,29,yes,no,41.9812959,21.4290454,Општина Кисела Вода;,Sirma's House,null,1000.0,hostel,null,separated,3.0,Банско,null
56,Скопје,null,40,yes,yes,41.9952645,21.415128,Општина Центар;,Vlez levo od Vasov elektrika,null,1000.0,apartment,null,outside,5.0,9 Мај,null
57,Скопје,3m.apartment@gmail.com,29,yes,no,41.9977486,21.42885,Општина Центар;,3M Apartment Skopje Center,+38970821177,1000.0,apartment,2.0,outside,4.0,Васил Иљоски,https://www.facebook.com/3M.Apartment.Skopje.Center
58,Скопје,null,292 А,yes,no,41.9586194,21.4421896,Општина Кисела Вода;,Residence,null,1000.0,apartment,null,outside,4.0,Христо Татарчев 24,null
59,Скопје,null,19,yes,no,41.9735902,21.4582502,Општина Кисела Вода;,Мако и Ања,+38977767272,1000.0,guest_house,null,outside,3.0,Браќа Грим,null
60,Скопје,null,14a,no,no,41.999111,21.4159229,Општина Центар;,Nordic Hostel,null,1000.0,hostel,null,outside,1.0,Петар Поп Арсов,https://nordichostel.com
61,Скопје,null,34,yes,no,42.000549,21.4151446,Општина Центар;,Pro fit,null,1000.0,apartment,null,separated,2.0,Булевар Партизански Одреди,null
62,Скопје,null,null,yes,no,41.9856205,21.4185394,Општина Центар;,Villa Alexander,null,1000.0,hotel,null,outside,3.0,Ѓeорѓи Сkрижевски,null
63,Скопје,null,null,yes,no,42.0010327,21.4366814,Општина Чаир;,RM,null,1009.0,hotel,null,outside,4.0,Леблебиџиска,null
64,Скопје,null,null,yes,no,41.9996627,21.4375911,Општина Чаир;,De koka,null,1009.0,hotel,null,isolated,1.0,Битпазарска,null
65,Скопје,null,40,yes,yes,41.9866515,21.433766,Општина Кисела Вода;,Joan,null,1111.0,apartment,null,outside,2.0,Дренак,null
66,Скопје,null,1,yes,no,41.9973603,21.4344666,Општина Центар;,Stone Bridge,null,1000.0,hotel,null,isolated,5.0,Кеј Димитар Влахов,null
67,Скопје,null,null,yes,no,41.9998152,21.4377681,Општина Чаир;,Hostel,null,1111.0,hostel,null,separated,2.0,Плоштад Скендербег,null
68,Скопје,null,null,yes,no,41.9914244,21.4248673,Општина Центар;,per kurriz,null,1000.0,apartment,null,outside,4.0,Железничка,null
69,Скопје,null,null,yes,no,41.9928201,21.430246,Општина Центар;,Skopje Deluxe Apartments,null,1111.0,apartments,null,separated,3.0,Македонија,null
70,Скопје,null,null,no,no,42.0044944,21.4619861,Општина Гази Баба;,Трифун Хаџи Јанев,null,1000.0,apartment,null,separated,2.0,Трифун Хаџијанев,null
71,Скопје,null,64    64Б,yes,no,41.9902902,21.4693383,Општина Аеродром;,DOMA,null,1000.0,apartment,null,outside,4.0,Булевар Асном,null
72,Скопје,null,20,yes,yes,41.9791271,21.4702172,Општина Аеродром;,20,null,1001.0,apartment,null,outside,1.0,Павел Шатев,null
73,Скопје,null,null,yes,yes,42.0025725,21.3620267,Општина Ѓорче Петров;,Mice kozar 37,null,1060.0,apartment,null,isolated,2.0,Булевар Македонска Војска,null
74,Скопје,null,null,yes,yes,42.0077019,21.3703494,Општина Карпош;,Bulevar Hotel,null,1060.0,hotel,null,outside,5.0,Булевар Партизански Одреди,null
75,Скопје,null,8,yes,no,42.0371952,21.4505652,Општина Бутел;,Резиденција Чапов,null,1010.0,apartment,null,outside,3.0,Приштинска,null
76,Скопје,null,77,yes,no,41.9834697,21.4208768,Општина Центар;,Панорама резиденс,null,1000.0,apartment,null,outside,2.0,Тодор Александров,null
77,Скопје,null,null,yes,no,41.9974029,21.4234219,Општина Центар;,Ani,null,1000.0,hotel,null,separated,1.0,Борка Талески-Модерното,null
78,Скопје,null,null,no,no,42.0006611,21.4380384,Општина Чаир;,Doa,null,1009.0,hotel,null,isolated,1.0,190,null
79,Скопје,null,84,yes,no,42.0004054,21.4253898,Општина Центар;,Villa Nina,null,1000.0,hotel,null,outside,5.0,Орце Николов,null
80,Скопје,null,null,no,no,41.9955032,21.429975,Општина Центар;,Cara,null,1111.0,hotel,null,separated,5.0,Никола Вапцаров,null
81,Скопје,null,null,no,no,42.0021157,21.4380515,Општина Чаир;,Santos,null,1009.0,hotel,null,separated,3.0,Бојаџиска,null
82,Скопје,null,46,yes,no,42.0008751,21.4150013,Општина Центар;,Dolce International Hotel,null,1000.0,hotel,null,isolated,3.0,Црвена Вода,https://www.hoteldolce.mk/
83,Скопје,null,4,yes,no,42.0104341,21.3716663,Општина Карпош;,ул. 1606 бр. 4,null,1000.0,apartment,null,outside,2.0,Ацо Шопов,null
84,Скопје,null,14,yes,no,42.0083326,21.3916165,Општина Карпош;,Елема Лука Твинс,null,1000.0,apartment,null,separated,1.0,Љубљанска,null
85,Скопје,null,16,yes,no,42.0086725,21.3916879,Општина Карпош;,Елена Лука Твинс,null,1000.0,apartment,null,outside,3.0,Љубљанска,null
86,Скопје,null,null,yes,no,41.9945949,21.3997882,Општина Карпош;,Living Rooms Hotel,+38975267999,1020.0,hotel,null,separated,5.0,Џумајска,https://livingrooms.mk
87,Берово,null,null,yes,no,41.700628,22.8587642,Општина Берово;,Хотел Манастир,null,2230.0,hotel,null,separated,5.0,Моша Пијаде,null
88,Берово,null,null,yes,no,41.6767336,22.896807,Општина Берово;,Вила Вакане,null,2230.0,guest_house,null,separated,4.0,R1310,null
89,Берово,null,null,yes,no,41.6774869,22.8963993,Општина Берово;,Вила Фидански,null,2230.0,guest_house,null,isolated,3.0,R1310,null
90,Берово,null,null,no,no,41.6783964,22.893422,Општина Берово;,Вила Нешо,null,2230.0,guest_house,null,outside,1.0,R1310,null
91,Битола,null,null,yes,no,41.026562,21.3295834,Општина Битола;,Guesthouse,null,7000.0,guest_house,null,outside,1.0,Стефан Наумов-Стив,null
92,Битола,null,15,yes,no,41.0298294,21.3324955,Општина Битола;,Goldy Hostel Bitola,null,7000.0,hostel,null,separated,2.0,Славко Лумбарко,null
93,Битола,null,null,yes,no,41.0276578,21.3372648,Општина Битола;,Tokin House,null,7000.0,hotel,null,separated,3.0,Маркс и Енгелс,www.tokin-house.com
94,Битола,null,null,no,no,41.0223734,21.3410777,Општина Битола;,Domestika Hostel,+38947230715,7000.0,hostel,null,outside,3.0,Никола Тесла,http://hostel-domestika-bitola.eu/
95,Битола,null,35,no,no,41.0256315,21.3312283,Општина Битола;,Hotel Teatar,null,7000.0,hotel,null,outside,3.0,Стефан Наумов-Стив,null
96,Битола,null,null,yes,no,41.0157263,21.3475881,Општина Битола;,Eri corporation Bitola,null,7000.0,apartment,null,outside,2.0,Македонска Фаланга,null
97,Гевгелија,null,null,yes,no,41.1414679,22.5042089,Општина Гевгелија;,Ашикот,null,1480.0,hotel,null,isolated,4.0,Гевгелиски Партизански одред,null
98,Гевгелија,holidayhan@yahoo.com,110,yes,no,41.1405889,22.5048372,Општина Гевгелија;,Holiday Han,+38934611593,1480.0,hotel,null,outside,4.0,Маршал Тито,http://holidayhan.com/
99,Гевгелија,null,null,yes,no,41.1411114,22.5038741,Општина Гевгелија;,Apollonia Hotel,null,1480.0,hotel,null,outside,1.0,Гевгелиски Партизански одред,null
100,Гевгелија,null,24,yes,no,41.1408672,22.5124945,Општина Гевгелија;,Magnolia Apartment,+38970740345,1480.0,apartment,null,isolated,5.0,Железничка,null
101,Гевгелија,null,null,yes,no,41.1464743,22.5047279,Општина Гевгелија;,Jana Apartments,null,1480.0,guest_house,null,outside,5.0,Булевар Гевгелија,null
102,Гевгелија,null,null,yes,no,41.1357078,22.4908565,Општина Гевгелија;,Вила Катерина,null,1480.0,guest_house,null,outside,3.0,Моински пат,null
103,Кавадарци,null,null,yes,yes,41.4440951,22.0082491,Општина Кавадарци;,Feni,null,1430.0,hotel,null,outside,2.0,Северен,null
104,Кавадарци,null,null,yes,no,41.4397684,22.0103655,Општина Кавадарци;,UniPalas,null,1430.0,hotel,null,outside,3.0,Булевар Никола Минчев,null
105,Кавадарци,null,null,yes,no,41.4415393,21.9977886,Општина Кавадарци;,Уни Палас 2,null,1430.0,hotel,null,outside,1.0,Моша Пијаде,null
106,Куманово,null,null,yes,no,42.135611,21.7224017,Општина Куманово;,Apartman,078-277-048,1300.0,hotel,null,outside,1.0,Иво Лола Рибар,https://www.pazar3.mk/mk/Listing/AdDetail/Index/1148323-LUKSUZNO-OPREMENI-STANOVI-APARTMANI
107,Куманово,null,null,yes,no,42.1534515,21.7301573,Општина Куманово;,Сателит,null,1300.0,hotel,null,separated,1.0,R2237,null
108,Куманово,null,null,yes,no,42.1373916,21.7042207,Општина Куманово;,adra home,null,1300.0,guest_house,null,separated,1.0,Србо Томовиќ,null
109,Куманово,adrsscreen@gmail.com,25/1-9,yes,no,42.137227,21.7043546,Општина Куманово;,adrsscreen home,+38971611422,1300.0,apartment,null,separated,2.0,Србо Томовиќ,http://www.facebook.com
110,Куманово,null,null,yes,no,42.121535,21.7435248,Општина Куманово;,Kumanovo Spa,null,1300.0,hotel,21.0,separated,2.0,Kumanovska Banja,null
111,Охрид,null,null,no,no,41.1119117,20.7944769,Општина Охрид;,Вила Албина,null,6000.0,guest_house,null,separated,3.0,Илинденска,null
112,Охрид,null,null,yes,no,41.1120923,20.8059275,Општина Охрид;,De Lux Apartments Ohrid,null,6000.0,hotel,null,outside,4.0,Серафим Китаноски,null
113,Охрид,null,null,yes,yes,41.1056053,20.8082706,Општина Охрид;,HOTEL GARDEN,null,6000.0,hotel,null,outside,1.0,Кеј Македонија,null
114,Охрид,null,null,no,no,41.1202504,20.7992249,Општина Охрид;,Apartmani Joce,null,6000.0,guest_house,null,outside,4.0,Дејан Војвода,null
115,Охрид,null,10,yes,no,41.1126572,20.7969076,Општина Охрид;,Вила Мал Свети Климент,+38946250655,6000.0,guest_house,null,separated,2.0,Методи Патче,https://vilamalsvetikliment.com/
116,Охрид,null,32,yes,no,41.114294,20.79913,Општина Охрид;,Apartments Stars,null,6000.0,guest_house,null,isolated,3.0,Климентов Универзитет,null
117,Охрид,null,null,yes,yes,41.1129419,20.7988751,Општина Охрид;,Hostel di Angollo,null,6000.0,hostel,null,isolated,3.0,Цар Самоил,null
118,Охрид,null,null,yes,no,41.1130555,20.8016699,Општина Охрид;,DJ Apartments,null,6000.0,guest_house,null,outside,2.0,Партизанска,null
119,Охрид,null,null,yes,no,41.1108779,20.8038545,Општина Охрид;,Апартмани Симоноски,null,6000.0,guest_house,null,separated,4.0,Кеј Македонија,null
120,Охрид,null,null,yes,yes,41.1121098,20.8016881,Општина Охрид;,Ривиера,null,6000.0,hotel,null,outside,2.0,Кузман Јосифоски-Питу,null
121,Охрид,null,null,yes,no,41.1099144,20.8046742,Општина Охрид;,Сити Палас,null,6000.0,hotel,null,isolated,5.0,Кеј Македонија,null
122,Охрид,null,null,no,no,41.1192679,20.7845353,Општина Охрид;,Мизо,null,6000.0,hotel,null,isolated,2.0,Васил Стефоски,null
123,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null;
124,Охрид,null,14,no,no,41.1130805,20.8121042,Општина Охрид;,House Nativa,null,6000.0,guest_house,null,separated,4.0,Лазо Трпоски,null
125,Охрид,null,96,yes,no,41.121256,20.813226,Општина Охрид;,Hostel Valentin ,null,6000.0,hostel,null,separated,5.0,Питу Гули,null
126,Охрид,null,null,yes,no,41.1124995,20.7988026,Општина Охрид;,Villa Square Ohrid,null,6000.0,hotel,null,outside,5.0,Цар Самоил,null
127,Охрид,null,null,yes,no,41.11257,20.7985193,Општина Охрид;,Villa Tabana,null,6000.0,hotel,null,outside,2.0,Цар Самоил,null
128,Охрид,null,null,yes,no,41.1125176,20.7982936,Општина Охрид;,Villa Harmony,null,6000.0,hotel,null,outside,5.0,Цар Самоил,null
129,Охрид,null,null,yes,yes,41.112593,20.798076,Општина Охрид;,Villa De Lago,null,6000.0,hotel,null,outside,1.0,Цар Самоил,null
130,Охрид,null,null,yes,no,41.1125227,20.7978445,Општина Охрид;,Costa House,null,6000.0,hotel,null,separated,5.0,Цар Самоил,null
131,Охрид,null,null,no,no,41.111887,20.7974658,Општина Охрид;,Вила Свети Никола,null,6000.0,hotel,null,separated,1.0,Коста Абраш,null
132,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null;
133,Охрид,null,34,yes,no,41.112396,20.797118,Општина Охрид;,Апартмани Марија,+38975285609,6000.0,hotel,null,separated,2.0,Цар Самоил,null
134,Охрид,null,null,yes,yes,41.1229582,20.8253145,Општина Охрид;,Doma,null,6000.0,guest_house,null,outside,1.0,Андреа Јовановски,null
135,Охрид,hostelagarthaohrid@hotmail.com,39,yes,yes,41.1200679,20.8019743,Општина Охрид;,Agartha Hostel Ohrid,0038977644708,6000.0,hostel,null,outside,2.0,Беќир Али Риза,http://www.hostelagartha.com
136,Охрид,null,84,yes,no,41.1176909,20.8213829,Општина Охрид;,Guest House Hristiva,null,6000.0,guest_house,null,outside,5.0,Момчило Јорданоски,null
137,Охрид,null,null,yes,no,41.1143441,20.8014261,Општина Охрид;,Ohrid City Center,null,6000.0,apartment,null,outside,1.0,Димитар Влахов,null
138,Охрид,null,null,yes,no,41.1089237,20.8058802,Општина Охрид;,Тино,null,6000.0,hotel,null,separated,4.0,Спас Банџов,null
139,Охрид,null,3,yes,no,41.1114873,20.7939245,Општина Охрид;,Каневче,+38970424304,6000.0,guest_house,null,isolated,4.0,Илинденска,null
140,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null;
141,Охрид,null,8,yes,no,41.119307,20.8054883,Општина Охрид;,Bitrak Guest House,null,6000.0,guest_house,null,outside,5.0,Беќир Али Риза,null
142,Охрид,null,null,yes,no,41.1119258,20.8110564,Општина Охрид;,Вила Лука,null,6000.0,guest_house,null,outside,2.0,Лазо Трпоски,null
143,Охрид,null,null,no,no,41.1070136,20.8152723,Општина Охрид;,Hotel International,null,6000.0,hotel,null,separated,4.0,R1301,null
144,Охрид,null,null,yes,no,41.1131632,20.7970662,Општина Охрид;,Villa Lara,null,6000.0,apartment,null,outside,5.0,Климентов Универзитет,null
145,Охрид,null,null,yes,no,41.1134447,20.7958948,Општина Охрид;,Villa Marto,null,6000.0,apartment,null,outside,2.0,Климентов Универзитет,null
146,Охрид,null,null,yes,no,41.1138784,20.7980753,Општина Охрид;,Airbnb,null,6000.0,apartment,null,separated,3.0,11-ти Октомври,null
147,Охрид,null,null,yes,no,41.1073783,20.8081499,Општина Охрид;,Hotel Villa Jordan,null,6000.0,hotel,null,outside,3.0,Кеј Македонија,http://villa-jordan-mk.book.direct/
148,Охрид,null,396,no,no,41.1173197,20.8138456,Општина Охрид;,Villa Ohrid Anastasia,null,6000.0,guest_house,null,separated,3.0,Питу Гули,null
149,Охрид,null,null,yes,no,41.1059047,20.8088539,Општина Охрид;,Апартман Николина,null,6000.0,apartment,null,separated,4.0,АСНОМ,null
150,Охрид,null,5,yes,yes,41.1124,20.7946683,Општина Охрид;,Jovanovic Guest House,null,6000.0,guest_house,2.0,outside,2.0,Боро Шаин,null
151,Охрид,null,null,yes,no,41.1128406,20.813958,Општина Охрид;,Villa Emilija,null,6000.0,guest_house,null,separated,3.0,Мирче Ацев,null
152,Охрид,null,null,yes,no,41.0900379,20.7990804,Општина Охрид;,Hotel Park,null,6000.0,hotel,null,isolated,3.0,Булевар Свети Наум Охридски,null
153,Охрид,null,null,no,no,41.1170005,20.8088839,Општина Охрид;,Hostel Veronika,null,6000.0,hotel,null,isolated,5.0,Даме Груев,null
154,Охрид,null,92,yes,no,41.1137277,20.7977018,Општина Охрид;,Bochar Hostel,null,6000.0,hostel,null,outside,3.0,Климентов Универзитет,null
155,Охрид,null,96,yes,yes,41.1074189,20.8079165,Општина Охрид;,Смакоски,null,6000.0,guest_house,null,isolated,1.0,Кеј Македонија,null
156,Охрид,null,null,yes,no,41.1074146,20.8073612,Општина Охрид;,Villa Denarius,null,6000.0,hotel,null,isolated,1.0,Кеј Македонија,null
157,Охрид,null,null,yes,no,41.1082348,20.8064785,Општина Охрид;,Жика,null,6000.0,guest_house,null,outside,5.0,Кеј Македонија,null
158,Охрид,null,null,yes,no,41.108673,20.8092556,Општина Охрид;,Дудан,null,6000.0,guest_house,null,isolated,3.0,Славеј Планина,null
159,Охрид,null,10,yes,yes,41.1132292,20.7951271,Општина Охрид;,Apartment Ain,null,6000.0,guest_house,null,outside,5.0,Христо Узунов,null
160,Охрид,null,null,yes,no,41.1181085,20.7997644,Општина Охрид;,Montenegrin Inn,null,6000.0,hotel,null,outside,4.0,Абас Емин,null
161,Охрид,null,99 A2,yes,no,41.1237285,20.7887576,Општина Охрид;,TA&TI,null,6000.0,guest_house,null,outside,1.0,Булевар Туристичка,null
162,Охрид,null,120a,no,no,41.1213876,20.8007499,Општина Охрид;,Вила Арсови,null,6000.0,guest_house,null,isolated,4.0,Дејан Војвода,null
163,Охрид,null,null,no,no,41.1167879,20.7968031,Општина Охрид;,Center hostel,null,6000.0,apartment,null,separated,3.0,Андон Дуков,null
164,Охрид,null,null,yes,no,41.1148214,20.799667,Општина Охрид;,Old Town Hostel,null,6000.0,hostel,null,outside,1.0,Аргир Маринчев,null
165,Охрид,null,null,yes,no,41.1103782,20.8080677,Општина Охрид;,Breeze Dream Apartment,null,6000.0,guest_house,null,isolated,2.0,Славеј Планина,null
166,Охрид,null,null,yes,no,41.1099389,20.8079597,Општина Охрид;,Breeze Dream Apartment,null,6000.0,guest_house,null,isolated,3.0,Славеј Планина,null
167,Охрид,null,54,yes,no,41.109198,20.8097851,Општина Охрид;,KARIA Apartments,+38970300188,6000.0,guest_house,null,outside,2.0,Славеј Планина,null
168,Охрид,null,null,no,no,41.1218586,20.7943777,Општина Охрид;,Hotel Flamengo,null,6000.0,hotel,null,outside,1.0,Булевар Туристичка,null
169,Охрид,null,5,yes,no,41.1191737,20.813904,Општина Охрид;,House Kostoski,null,6000.0,apartment,null,outside,4.0,Александар Гушо,null
170,Охрид,null,null,no,no,41.1174368,20.8014938,Општина Охрид;,Sky Corner,null,6000.0,hotel,null,outside,1.0,Булевар Туристичка,null
171,Охрид,null,null,yes,no,41.109396,20.8113131,Општина Охрид;,Art B&B,null,6000.0,guest_house,null,outside,5.0,Булевар Туристичка,null
172,Охрид,null,null,yes,no,41.1278422,20.8029354,Општина Охрид;,Vila Lovec Ohrid,null,6000.0,hotel,null,outside,5.0,Железничка,null
173,Охрид,null,null,yes,yes,41.1109682,20.8069062,Општина Охрид;,Bula matej,null,6000.0,hostel,null,separated,1.0,Јане Сандански,null
174,Охрид,null,null,yes,no,41.1131079,20.8121636,Општина Охрид;,Teodora,+38970800631,6000.0,apartment,null,separated,3.0,Ванчо Питошески,null
